Name,Age,Major,GPA
Student3991,23,Psychology,2.91
Student6600,23,History,3.39
Student7745,21,History,3.79
Student1102,24,Computer Science,2.96
Student5252,19,Computer Science,2.86
Student7474,24,English,3.22
Student8297,21,Computer Science,3.17
Student6773,18,Biology,2.91
Student9709,22,Mechanical Engineering,2.6
Student5548,21,Psychology,2.97
Student1523,21,Computer Science,2.72
Student1496,21,History,2.84
Student3257,21,English,2.98
Student2706,22,Psychology,3.93
Student2999,21,Biology,3.09
Student139,19,Biology,3.82
Student4078,24,Biology,3.35
Student367,18,English,2.72
Student4573,18,Psychology,3.29
Student3034,22,Psychology,3.34
Student107,18,English,3.65
Student7964,20,Psychology,2.9
Student5291,21,Psychology,2.56
Student7685,18,English,3.35
Student5504,22,History,3.84
Student6081,19,Psychology,3.83
Student6965,20,Psychology,2.75
Student7998,19,History,3.83
Student476,24,Biology,3.96
Student2790,23,Computer Science,3.0
Student7115,23,Psychology,3.97
Student715,24,English,3.1
Student1627,24,Biology,2.99
Student6758,23,Computer Science,3.18
Student4718,20,Computer Science,2.91
Student7121,20,Psychology,3.9
Student9480,20,Biology,2.51
Student2422,24,History,3.44
Student940,18,English,2.66
Student6956,21,History,3.55
Student2081,19,Mechanical Engineering,3.53
Student5425,18,English,3.41
Student7774,18,Psychology,3.58
Student7426,18,Computer Science,2.52
Student9697,23,Psychology,3.14
Student1378,19,Biology,3.37
Student5137,19,Biology,3.6
Student9793,23,History,2.56
Student3802,18,Biology,3.56
Student6139,21,Biology,3.47
Student4475,21,Psychology,2.77
Student2954,18,Computer Science,2.93
Student9201,23,Psychology,3.46
Student1321,21,English,2.72
Student4107,23,Biology,3.78
Student1882,18,English,2.88
Student3283,20,Mechanical Engineering,3.35
Student4603,19,History,3.36
Student133,19,English,2.89
Student2987,22,Biology,2.56
Student9097,24,Psychology,2.8
Student2720,20,Mechanical Engineering,3.3
Student5691,23,History,3.77
Student876,21,Computer Science,2.76
Student1572,22,Mechanical Engineering,3.29
Student1526,21,Psychology,3.73
Student9687,22,History,3.95
Student9605,18,Mechanical Engineering,3.86
Student8818,18,History,3.05
Student2264,23,Biology,3.01
Student2860,23,History,3.27
Student9028,24,English,3.6
Student9818,24,History,3.08
Student9935,24,Computer Science,3.79
Student5074,23,Mechanical Engineering,3.1
Student2636,22,Computer Science,2.75
Student9593,20,English,3.41
Student1670,22,Mechanical Engineering,3.52
Student1288,20,History,2.59
Student3107,19,English,3.65
Student453,18,Psychology,2.74
Student9731,22,Psychology,3.72
Student8676,24,Psychology,3.75
Student2383,23,English,2.58
Student5946,21,Biology,2.96
Student1849,18,Mechanical Engineering,2.64
Student6710,20,English,2.5
Student5172,23,Mechanical Engineering,2.55
Student1936,19,English,2.83
Student214,22,History,3.14
Student215,19,Mechanical Engineering,3.74
Student1099,20,Psychology,3.6
Student7052,20,Psychology,2.61
Student9909,21,English,3.78
Student2061,22,English,2.92
Student8746,24,Computer Science,3.06
Student9763,22,History,3.41
Student7355,22,English,3.16
Student9061,20,Psychology,3.05
Student3275,19,Mechanical Engineering,2.56
Student8003,23,Computer Science,3.83
Student7013,22,History,2.51
Student1015,19,Computer Science,2.72
Student9969,19,English,2.77
Student681,19,English,3.94
Student1814,19,Mechanical Engineering,3.23
Student6101,24,Computer Science,2.62
Student7715,24,English,2.84
Student6044,18,Psychology,3.59
Student6413,19,Biology,3.45
Student6058,19,English,2.7
Student7263,24,Biology,3.99
Student4644,23,English,3.94
Student1306,22,History,3.39
Student7280,24,Biology,3.06
Student4393,20,Computer Science,3.78
Student5466,23,Psychology,3.3
Student2371,21,Computer Science,2.68
Student8928,20,History,3.39
Student1703,19,History,3.57
Student8167,19,English,2.89
Student4240,24,History,3.11
Student7991,20,History,3.05
Student8869,19,Mechanical Engineering,3.28
Student4843,21,Psychology,3.87
Student632,21,Biology,3.63
Student8287,24,History,2.88
Student6446,22,History,3.76
Student7710,23,English,3.03
Student4838,18,Psychology,3.39
Student9255,18,English,3.37
Student8575,23,Mechanical Engineering,3.34
Student799,19,Computer Science,2.75
Student4458,21,Computer Science,3.96
Student6800,20,History,3.2
Student2482,23,Biology,2.88
Student6192,22,History,3.08
Student5389,23,Mechanical Engineering,2.85
Student9943,22,History,3.94
Student8866,21,Biology,3.48
Student5838,23,History,3.22
Student7224,24,Biology,3.98
Student2040,24,Mechanical Engineering,3.73
Student925,23,Biology,3.9
Student5113,22,Psychology,2.86
Student102,24,Mechanical Engineering,3.47
Student8545,24,English,2.61
Student6166,22,Biology,3.24
Student6940,18,History,2.97
Student7248,20,Biology,3.87
Student9755,24,History,3.91
Student7897,21,Computer Science,2.56
Student1414,23,Psychology,3.06
Student7239,23,English,2.69
Student5578,19,English,2.65
Student8742,21,Mechanical Engineering,3.06
Student3754,21,History,3.11
Student6723,22,Psychology,3.71
Student1725,18,History,3.43
Student2563,21,Biology,3.89
Student3219,22,Computer Science,3.7
Student9781,19,Biology,3.65
Student6211,24,Biology,3.57
Student6574,24,Biology,3.69
Student9638,21,English,3.76
Student3739,23,Mechanical Engineering,3.31
Student692,19,Psychology,3.18
Student158,20,History,2.71
Student2049,21,Psychology,2.86
Student5782,20,History,3.49
Student1084,22,English,2.8
Student9776,24,Mechanical Engineering,3.06
Student7873,24,Biology,3.29
Student7924,18,Mechanical Engineering,3.85
Student7773,21,Mechanical Engineering,3.19
Student2399,20,English,3.13
Student1679,18,Biology,3.12
Student8377,22,English,3.47
Student1305,18,Psychology,3.82
Student9963,19,Computer Science,2.66
Student1419,21,English,2.67
Student2078,19,History,2.91
Student2331,20,History,3.03
Student7041,20,Biology,3.19
Student8252,22,English,3.69
Student280,18,Psychology,3.55
Student7292,24,Biology,3.66
Student1111,24,Mechanical Engineering,3.37
Student7312,23,Mechanical Engineering,2.53
Student545,19,Computer Science,3.45
Student2027,21,Computer Science,3.89
Student7822,24,Mechanical Engineering,3.09
Student2869,19,Computer Science,2.97
Student1042,24,Mechanical Engineering,2.81
Student817,22,Biology,2.54
Student779,24,Psychology,4.0
Student9375,20,Biology,3.99
Student765,19,Biology,2.58
Student9583,20,History,3.9
Student3863,20,Computer Science,3.0
Student544,18,Psychology,3.84
Student643,18,Psychology,3.67
Student9672,24,Computer Science,3.35
Student9733,19,Mechanical Engineering,2.89
Student5426,22,Computer Science,3.2
Student1456,21,English,2.59
Student8172,21,English,3.89
Student377,21,History,3.28
Student3517,22,Psychology,3.51
Student8673,23,Psychology,3.64
Student1458,18,Psychology,3.68
Student1924,19,Psychology,2.98
Student4932,20,History,3.38
Student9992,22,Computer Science,3.47
Student3669,24,Computer Science,2.52
Student2917,19,History,3.82
Student777,23,Psychology,3.63
Student8734,22,Computer Science,3.5
Student8305,23,History,2.52
Student2326,18,History,3.54
Student8026,24,Mechanical Engineering,3.4
Student1555,24,Psychology,2.67
Student2831,22,History,3.04
Student8107,18,History,2.99
Student1600,20,Biology,2.88
Student8456,22,Mechanical Engineering,2.61
Student3858,24,Psychology,3.24
Student2731,23,English,3.48
Student3135,23,Psychology,3.8
Student4583,22,Computer Science,2.99
Student1324,20,Psychology,2.57
Student1499,23,Computer Science,3.48
Student9557,18,English,2.79
Student5996,24,History,2.6
Student2858,22,English,3.88
Student8030,24,Computer Science,2.72
Student9042,18,History,3.53
Student6127,23,Computer Science,3.87
Student3733,23,English,2.83
Student5088,23,Biology,3.96
Student1896,23,Computer Science,3.43
Student3898,18,Mechanical Engineering,2.57
Student745,23,Biology,3.48
Student1970,23,Mechanical Engineering,3.72
Student7689,20,History,3.66
Student8842,23,English,3.14
Student3463,20,Biology,3.97
Student2989,24,Biology,3.49
Student318,18,English,3.83
Student8771,23,Psychology,3.04
Student2493,23,History,3.92
Student23,24,History,2.82
Student5442,21,Psychology,3.07
Student3298,23,Computer Science,3.76
Student1377,24,Mechanical Engineering,3.31
Student3897,23,Mechanical Engineering,3.86
Student5087,21,Psychology,3.42
Student2852,23,Psychology,3.01
Student9975,19,Mechanical Engineering,3.59
Student5116,23,Computer Science,2.56
Student9433,18,Biology,3.63
Student5408,24,Computer Science,2.51
Student9112,18,Psychology,2.88
Student2209,22,Mechanical Engineering,2.65
Student9872,18,Biology,3.77
Student8180,18,Biology,2.75
Student4869,21,Mechanical Engineering,3.36
Student1638,21,History,3.96
Student7883,20,History,3.07
Student2655,19,English,3.08
Student704,22,English,2.76
Student1298,22,English,3.37
Student5518,22,History,3.33
Student8002,21,English,3.3
Student1028,24,History,3.33
Student3335,19,History,3.77
Student9840,22,Computer Science,3.13
Student4358,22,Mechanical Engineering,3.99
Student8775,18,Computer Science,2.79
Student850,21,Biology,3.22
Student5994,19,Psychology,3.39
Student5181,23,History,3.55
Student2759,18,Mechanical Engineering,3.37
Student3907,21,Computer Science,3.48
Student881,22,History,3.58
Student906,20,Biology,3.23
Student3456,20,Mechanical Engineering,3.0
Student4043,18,Biology,3.37
Student6429,18,Biology,3.93
Student2976,22,Computer Science,3.05
Student3371,18,Psychology,3.75
Student2540,18,Biology,2.84
Student4338,24,Psychology,3.76
Student4125,24,Computer Science,2.52
Student2346,24,History,2.93
Student4722,20,History,2.9
Student438,18,Mechanical Engineering,3.51
Student5294,24,Psychology,3.69
Student8910,19,Computer Science,2.98
Student9305,18,Mechanical Engineering,2.52
Student174,23,Biology,3.22
Student3358,23,Mechanical Engineering,2.99
Student4481,19,History,3.67
Student6958,18,Computer Science,3.92
Student17,19,English,3.99
Student8278,18,Mechanical Engineering,3.65
Student5974,20,English,3.25
Student5100,21,History,3.72
Student8462,21,Computer Science,3.82
Student5853,22,History,3.46
Student6852,18,English,2.65
Student1031,21,Mechanical Engineering,2.89
Student6407,21,Psychology,3.64
Student3333,23,Mechanical Engineering,3.62
Student1954,23,Biology,3.97
Student5547,18,Psychology,2.65
Student4169,20,Biology,3.43
Student1870,23,Computer Science,2.74
Student5072,23,English,3.68
Student548,20,Biology,2.8
Student9746,22,English,2.6
Student6672,24,Computer Science,3.78
Student5020,21,Computer Science,3.36
Student5210,20,Biology,3.13
Student8396,22,English,3.21
Student1076,21,English,3.79
Student8383,20,Psychology,3.02
Student4625,24,Computer Science,3.66
Student7269,19,Psychology,3.55
Student7411,24,Mechanical Engineering,3.53
Student8970,22,English,2.85
Student6073,22,English,3.53
Student1412,19,History,3.92
Student1536,21,English,3.18
Student8358,20,Biology,3.84
Student4781,21,History,3.71
Student303,21,English,2.8
Student5287,24,English,3.38
Student6675,24,English,2.51
Student6885,20,History,3.9
Student2682,22,Mechanical Engineering,2.57
Student6704,22,Mechanical Engineering,3.5
Student351,23,History,3.45
Student4382,19,English,2.76
Student8074,18,Biology,2.93
Student1702,19,English,3.17
Student7556,20,Biology,3.23
Student9008,22,Computer Science,3.95
Student1079,18,Psychology,3.64
Student3268,21,Mechanical Engineering,2.67
Student2962,23,Mechanical Engineering,2.8
Student4258,18,History,2.85
Student8114,21,English,2.75
Student6513,24,English,3.33
Student7356,22,Biology,3.1
Student8320,20,Biology,3.97
Student8335,21,Psychology,3.41
Student5274,22,Mechanical Engineering,3.56
Student4301,22,Biology,3.36
Student472,23,Computer Science,3.86
Student7383,21,Computer Science,3.52
Student7971,20,English,3.02
Student8420,21,Psychology,2.86
Student6279,18,Computer Science,3.71
Student7180,18,Psychology,3.65
Student5786,24,Biology,3.76
Student3446,23,Mechanical Engineering,3.87
Student233,23,Mechanical Engineering,3.17
Student4560,23,Computer Science,3.8
Student9243,18,Computer Science,2.67
Student9900,20,History,2.59
Student4850,24,Psychology,2.92
Student4047,20,Biology,3.81
Student3793,24,Computer Science,3.38
Student9967,24,English,3.59
Student6941,24,Biology,2.75
Student2657,18,English,3.97
Student3285,23,History,3.33
Student9392,18,Biology,3.63
Student6300,22,English,3.85
Student6226,24,Mechanical Engineering,3.35
Student126,19,History,3.18
Student8065,22,Computer Science,2.61
Student6829,20,Psychology,2.86
Student7447,21,Biology,3.83
Student1485,20,Computer Science,3.61
Student2260,23,History,3.22
Student2827,20,Psychology,3.24
Student3374,20,Psychology,3.46
Student3187,24,Psychology,3.69
Student763,22,Psychology,3.62
Student7470,20,Mechanical Engineering,3.11
Student8917,21,History,3.04
Student2204,18,Mechanical Engineering,3.15
Student9336,23,English,2.66
Student5529,23,English,2.72
Student4562,21,Computer Science,3.41
Student6952,23,English,3.72
Student1386,23,History,3.9
Student1803,21,Biology,3.69
Student1197,23,Biology,3.81
Student9423,24,English,2.85
Student6236,18,Computer Science,3.68
Student4383,24,English,2.94
Student778,18,History,3.77
Student7524,19,History,2.72
Student5823,23,English,3.06
Student6629,20,Mechanical Engineering,2.86
Student2111,20,Mechanical Engineering,3.71
Student7860,20,Computer Science,2.99
Student8686,22,History,2.83
Student8826,18,Psychology,3.28
Student607,20,English,3.19
Student2656,24,Psychology,3.13
Student8178,23,Computer Science,3.11
Student8464,21,Computer Science,2.54
Student2908,23,Biology,3.52
Student9308,20,History,3.59
Student3281,21,Psychology,3.85
Student9566,24,Psychology,3.11
Student2315,19,Biology,2.61
Student8646,23,Psychology,3.95
Student2259,24,Mechanical Engineering,3.35
Student1162,18,English,3.46
Student2458,18,English,3.14
Student2007,20,History,3.5
Student2362,24,Psychology,3.01
Student5343,23,History,3.4
Student858,19,English,3.6
Student4934,19,Mechanical Engineering,2.94
Student9281,19,English,3.68
Student9211,24,Mechanical Engineering,2.85
Student2839,20,Computer Science,3.49
Student1700,22,Biology,3.82
Student2519,24,History,2.89
Student4613,23,History,2.8
Student8984,18,Mechanical Engineering,3.95
Student2386,22,English,3.1
Student9302,24,English,2.9
Student684,18,English,2.86
Student1059,20,Mechanical Engineering,3.16
Student6155,18,Biology,2.54
Student9603,21,History,3.7
Student7869,22,Computer Science,2.95
Student6794,24,English,3.03
Student8443,20,History,3.68
Student8487,18,Psychology,2.68
Student6696,22,Biology,2.51
Student6612,21,Computer Science,3.7
Student8675,21,Mechanical Engineering,2.78
Student9596,21,English,3.62
Student5379,19,Psychology,3.88
Student9804,20,Biology,2.82
Student1295,19,English,3.6
Student2221,21,Biology,3.54
Student728,22,Psychology,2.73
Student5338,21,Computer Science,3.22
Student502,22,Biology,2.55
Student2462,19,History,2.61
Student4291,23,History,2.6
Student8050,19,Mechanical Engineering,3.28
Student7067,18,Computer Science,3.21
Student1967,20,Computer Science,3.08
Student5914,20,Biology,2.75
Student5306,21,Psychology,2.92
Student4012,21,Biology,3.19
Student278,20,Psychology,3.48
Student5705,21,History,3.62
Student7640,22,Computer Science,3.5
Student9905,22,Psychology,3.93
Student248,21,Psychology,3.69
Student4432,22,Psychology,3.97
Student1797,21,Psychology,2.59
Student8217,24,Computer Science,2.64
Student8239,23,Computer Science,3.61
Student1408,24,Biology,3.29
Student9517,21,History,3.14
Student3860,19,History,3.38
Student7671,24,Mechanical Engineering,2.62
Student2872,24,Biology,2.81
Student251,21,Computer Science,2.72
Student9732,18,Computer Science,2.78
Student5433,22,History,2.77
Student8181,24,Biology,3.6
Student2051,22,Mechanical Engineering,3.5
Student7300,18,Biology,2.55
Student4148,24,Computer Science,3.98
Student708,21,English,3.95
Student3238,20,Computer Science,3.46
Student2317,20,Psychology,3.84
Student1613,22,Psychology,2.98
Student7442,22,Computer Science,2.95
Student411,20,Computer Science,2.78
Student5724,22,Biology,2.81
Student8657,22,English,2.74
Student992,22,History,3.25
Student8244,18,History,2.68
Student1963,21,Computer Science,3.4
Student8923,24,Biology,2.99
Student6232,23,History,3.62
Student9927,19,History,2.92
Student2021,19,Mechanical Engineering,3.87
Student1946,20,History,3.84
Student6658,19,Psychology,2.69
Student6571,22,Biology,2.75
Student9656,22,History,3.09
Student7607,22,History,3.28
Student3847,21,History,2.89
Student4930,21,Computer Science,3.09
Student9682,22,Mechanical Engineering,3.91
Student4770,18,English,3.11
Student9416,21,Computer Science,3.98
Student3634,20,Mechanical Engineering,3.28
Student9662,18,History,3.24
Student2694,19,Computer Science,3.41
Student5827,21,History,2.64
Student9558,24,Computer Science,3.37
Student5043,21,History,3.52
Student5967,22,Psychology,3.17
Student3764,24,English,2.59
Student8067,23,Mechanical Engineering,3.0
Student9581,24,Biology,3.09
Student1067,18,English,3.56
Student3828,18,Psychology,3.75
Student1032,24,English,2.8
Student2868,21,Psychology,2.63
Student9940,21,Biology,3.08
Student4666,18,Biology,3.76
Student6719,24,Mechanical Engineering,3.45
Student1285,23,Psychology,2.66
Student8000,21,English,2.92
Student2333,18,History,3.47
Student1464,21,Biology,3.62
Student8720,23,Computer Science,3.97
Student2318,24,Computer Science,3.41
Student2361,21,Biology,3.17
Student3405,21,Computer Science,3.52
Student769,23,Mechanical Engineering,3.58
Student9196,22,Psychology,3.96
Student6523,24,Computer Science,3.83
Student3915,18,History,2.55
Student4374,18,Mechanical Engineering,3.17
Student2203,23,Biology,2.83
Student5290,23,Biology,3.18
Student2509,20,English,3.42
Student2265,20,Psychology,3.43
Student8199,18,Psychology,3.62
Student6509,18,Computer Science,3.78
Student4657,23,English,3.64
Student3791,24,Psychology,3.94
Student1648,21,Psychology,3.29
Student9126,18,Biology,2.81
Student2828,22,History,3.6
Student2526,18,Biology,2.64
Student719,18,Computer Science,3.31
Student9952,18,English,3.66
Student3337,19,Mechanical Engineering,2.78
Student6790,18,Biology,3.04
Student6548,24,Psychology,3.95
Student9623,18,History,3.6
Student9718,24,English,3.32
Student8382,19,Mechanical Engineering,3.87
Student912,23,Mechanical Engineering,3.31
Student1584,24,History,2.7
Student8515,20,English,2.5
Student5798,21,History,3.04
Student6368,23,Psychology,2.65
Student9068,20,Psychology,3.48
Student824,20,Psychology,3.96
Student5524,24,Computer Science,3.61
Student6864,24,English,3.79
Student2555,24,History,2.64
Student4052,20,Psychology,3.41
Student594,19,Mechanical Engineering,3.46
Student3017,23,Biology,3.4
Student1844,20,Computer Science,3.16
Student7623,20,History,3.82
Student3063,24,English,3.57
Student5205,18,History,3.29
Student8659,19,Mechanical Engineering,3.81
Student2480,22,Psychology,2.99
Student764,20,English,2.88
Student1816,19,Biology,3.76
Student2269,20,Biology,2.82
Student221,18,History,2.81
Student6983,22,Computer Science,2.94
Student6693,21,English,2.6
Student6243,20,Psychology,2.65
Student9071,19,English,3.86
Student2600,20,Computer Science,2.74
Student6460,23,Biology,3.11
Student4911,19,Mechanical Engineering,3.38
Student437,18,Mechanical Engineering,2.7
Student3103,22,Psychology,3.83
Student7619,18,English,2.79
Student1303,20,History,3.36
Student4553,19,Computer Science,3.24
Student8713,21,History,3.9
Student4411,18,Biology,3.28
Student1192,22,Computer Science,3.16
Student5637,24,Psychology,3.56
Student395,23,Mechanical Engineering,3.37
Student2950,19,Psychology,3.17
Student1636,20,Psychology,3.31
Student2896,20,Psychology,3.12
Student6306,22,English,3.39
Student7069,19,Computer Science,3.22
Student3699,22,Biology,2.64
Student4975,19,Computer Science,3.86
Student2045,21,Psychology,3.62
Student4688,18,Psychology,3.87
Student8242,23,Mechanical Engineering,2.53
Student2952,23,Computer Science,2.95
Student5203,23,Biology,3.36
Student7958,20,History,2.78
Student2756,18,History,2.53
Student1931,19,Mechanical Engineering,3.7
Student2844,24,English,3.44
Student4048,18,English,3.89
Student5755,22,Computer Science,2.97
Student7674,18,Computer Science,3.12
Student1513,22,History,3.02
Student7379,19,Mechanical Engineering,3.9
Student1489,23,Biology,2.84
Student6847,18,Biology,2.91
Student4992,24,Computer Science,3.12
Student8104,24,Psychology,3.03
Student2277,23,Computer Science,3.51
Student9012,23,Psychology,3.92
Student7497,19,Computer Science,3.08
Student9853,21,History,3.23
Student4156,23,English,3.56
Student6626,20,Computer Science,3.14
Student7119,18,Psychology,2.78
Student5396,24,Biology,3.35
Student1145,21,English,2.85
Student3319,21,Psychology,2.52
Student1474,22,Biology,2.59
Student1968,24,Biology,3.71
Student8704,21,Mechanical Engineering,2.57
Student4784,20,History,3.96
Student4634,19,Computer Science,2.71
Student2587,21,English,3.91
Student1391,24,Psychology,3.89
Student520,19,Biology,3.26
Student6266,18,Computer Science,3.9
Student5310,21,English,2.59
Student3883,23,History,3.99
Student5625,24,History,2.61
Student7793,18,Mechanical Engineering,3.99
Student3657,23,Biology,2.77
Student7967,20,Biology,2.86
Student9696,20,Computer Science,3.91
Student6426,20,Computer Science,2.72
Student6763,23,Mechanical Engineering,3.49
Student8372,24,History,3.27
Student8691,23,Psychology,2.74
Student4028,23,Biology,2.99
Student8935,18,Computer Science,3.13
Student772,21,Psychology,2.83
Student8311,20,English,3.12
Student4593,21,English,3.98
Student9772,24,History,3.56
Student8342,24,Biology,3.07
Student7775,22,English,2.56
Student4537,19,Psychology,2.67
Student1338,19,Computer Science,3.53
Student6415,23,Computer Science,3.18
Student4785,22,History,2.62
Student9406,21,History,2.68
Student131,24,Psychology,3.23
Student4113,24,Computer Science,3.54
Student5077,24,Biology,3.19
Student8874,23,English,2.61
Student702,23,Computer Science,2.91
Student425,20,History,3.53
Student5508,24,Computer Science,3.47
Student8573,18,Biology,3.33
Student5970,21,Computer Science,2.77
Student1267,23,Biology,3.42
Student4266,21,Psychology,3.94
Student418,18,History,3.22
Student2512,22,History,3.94
Student3196,21,History,3.07
Student5855,19,History,2.93
Student8218,20,Psychology,2.85
Student8038,18,English,2.88
Student6248,18,History,2.84
Student6727,18,History,3.51
Student5355,20,Computer Science,3.25
Student7345,20,Biology,3.61
Student9457,23,Psychology,3.74
Student9692,23,English,3.53
Student9936,24,Psychology,2.53
Student6640,21,Mechanical Engineering,3.18
Student3771,22,Computer Science,3.73
Student3453,20,Mechanical Engineering,2.56
Student6518,23,Mechanical Engineering,3.27
Student9634,20,History,2.57
Student4361,21,History,3.32
Student8416,20,Mechanical Engineering,2.67
Student7918,18,English,3.89
Student7906,18,Biology,3.42
Student1515,21,Psychology,3.28
Student7611,18,Mechanical Engineering,2.99
Student96,20,Psychology,3.3
Student700,23,Computer Science,3.33
Student6643,18,Mechanical Engineering,3.65
Student893,22,Biology,3.06
Student1785,24,Biology,3.26
Student2871,19,Biology,3.02
Student3646,19,English,3.32
Student2617,21,Psychology,3.86
Student4300,21,Mechanical Engineering,2.68
Student2106,23,Biology,3.38
Student2486,24,English,2.88
Student1897,24,History,2.87
Student8496,23,English,3.07
Student105,22,English,3.43
Student8870,19,History,3.34
Student9109,23,English,2.95
Student9306,24,Biology,3.26
Student9701,22,Biology,3.2
Student2197,21,Psychology,2.53
Student1772,19,Mechanical Engineering,3.28
Student3156,20,Mechanical Engineering,2.75
Student7206,18,Biology,3.45
Student3866,18,History,3.87
Student8500,19,Computer Science,3.06
Student2,22,Mechanical Engineering,3.25
Student5079,21,Psychology,3.53
Student2637,18,Psychology,3.07
Student575,19,English,2.66
Student808,18,Psychology,3.38
Student5950,21,Computer Science,2.81
Student2878,21,Computer Science,3.86
Student9988,23,Mechanical Engineering,3.67
Student6036,23,Biology,2.76
Student4292,21,Biology,3.23
Student1401,18,Psychology,2.57
Student5283,20,Biology,3.57
Student3183,22,Biology,3.96
Student534,18,Computer Science,3.18
Student6633,24,Psychology,3.22
Student3666,20,History,2.74
Student6234,22,Biology,3.89
Student4131,23,English,2.78
Student5657,22,Psychology,3.83
Student4893,21,Mechanical Engineering,3.65
Student6789,24,Computer Science,3.45
Student1930,22,Computer Science,3.64
Student8363,21,Computer Science,2.74
Student8389,22,Psychology,3.67
Student4856,23,History,3.52
Student8566,24,History,3.3
Student733,20,English,3.29
Student6474,24,Computer Science,3.6
Student4540,24,Computer Science,3.95
Student6753,23,English,2.51
Student7126,20,History,2.78
Student5753,21,History,2.63
Student4870,20,Biology,3.65
Student7241,18,Computer Science,3.71
Student5907,22,Biology,3.46
Student9646,20,Mechanical Engineering,2.77
Student1539,18,History,2.78
Student1840,20,English,3.94
Student4684,23,Psychology,3.16
Student7268,23,English,3.32
Student3173,22,Biology,3.42
Student9101,24,English,3.3
Student2801,20,Biology,2.9
Student9314,24,Computer Science,3.86
Student637,20,Biology,2.86
Student1742,21,Biology,3.91
Student4390,18,Computer Science,3.07
Student3569,21,Computer Science,3.68
Student781,23,History,3.39
Student8498,24,Psychology,3.99
Student468,20,Mechanical Engineering,3.14
Student9817,21,Psychology,2.67
Student6605,19,Biology,3.12
Student7845,19,Computer Science,2.67
Student7478,24,History,3.88
Student8,21,Mechanical Engineering,2.78
Student8359,20,Biology,3.57
Student1921,20,Computer Science,3.78
Student8938,22,English,3.45
Student3448,18,History,2.66
Student5108,22,History,3.52
Student8689,23,Mechanical Engineering,3.45
Student2728,21,Mechanical Engineering,3.37
Student4276,20,English,3.6
Student8007,21,English,3.97
Student4958,23,Computer Science,2.97
Student4435,23,English,3.01
Student562,22,Psychology,3.4
Student4356,20,English,3.79
Student752,21,Mechanical Engineering,2.69
Student2100,23,Psychology,3.88
Student8454,20,English,3.23
Student9474,18,Mechanical Engineering,3.93
Student8410,18,Biology,3.13
Student6176,18,English,2.9
Student9297,18,History,3.57
Student5456,21,Mechanical Engineering,3.79
Student9329,24,History,3.94
Student9064,18,Computer Science,3.98
Student3480,20,Computer Science,3.79
Student8224,20,Biology,3.95
Student3032,20,Biology,3.37
Student2291,19,Psychology,2.56
Student15,20,English,2.67
Student338,21,Psychology,3.42
Student5121,20,Psychology,2.76
Student8613,22,Psychology,3.41
Student9136,18,Psychology,3.97
Student9745,23,Mechanical Engineering,3.32
Student1581,24,Computer Science,3.56
Student225,22,Mechanical Engineering,3.57
Student7490,20,Mechanical Engineering,3.92
Student921,21,Psychology,3.33
Student1846,21,Psychology,3.3
Student8307,20,Mechanical Engineering,3.19
Student7592,18,Biology,3.24
Student8663,19,English,2.64
Student2786,21,Mechanical Engineering,2.59
Student1901,19,Psychology,2.65
Student7726,19,Psychology,3.21
Student8028,23,History,3.86
Student4792,24,History,3.3
Student9062,23,Biology,3.92
Student9165,22,Mechanical Engineering,3.59
Student2324,19,Psychology,3.15
Student9932,18,Biology,3.66
Student1505,22,Psychology,2.89
Student7572,19,Mechanical Engineering,3.87
Student9369,19,Mechanical Engineering,2.66
Student1667,21,English,3.91
Student7697,18,English,3.34
Student8781,21,Psychology,3.81
Student4577,20,Computer Science,3.51
Student8998,23,History,3.35
Student203,21,Psychology,2.73
Student3458,21,History,3.91
Student3251,19,History,3.65
Student9395,21,Psychology,3.94
Student2469,18,Psychology,3.13
Student5729,22,History,2.9
Student2428,23,Biology,3.81
Student6199,18,Mechanical Engineering,3.94
Student2659,23,Psychology,2.51
Student111,23,English,2.85
Student1227,24,Computer Science,3.9
Student2729,24,Computer Science,3.89
Student9974,18,Psychology,2.88
Student4543,21,Computer Science,3.69
Student3308,24,Computer Science,2.88
Student7678,19,Biology,3.55
Student2598,20,Mechanical Engineering,3.59
Student3369,22,Biology,3.85
Student9317,22,History,3.53
Student6689,21,Computer Science,2.51
Student6149,18,History,3.88
Student6219,20,Computer Science,2.72
Student3929,22,English,2.93
Student7391,18,Mechanical Engineering,3.21
Student7023,22,History,3.42
Student3899,24,Computer Science,3.5
Student5420,18,Psychology,3.67
Student9520,23,Biology,3.43
Student7493,20,English,2.85
Student3598,19,Mechanical Engineering,3.34
Student5413,20,Mechanical Engineering,2.52
Student4373,19,Psychology,2.83
Student289,18,Mechanical Engineering,3.16
Student6903,18,Biology,3.32
Student3891,20,Computer Science,2.67
Student311,20,History,3.61
Student6775,22,History,2.71
Student5206,22,Biology,2.91
Student1373,23,English,2.77
Student5450,21,English,3.06
Student5194,24,Mechanical Engineering,3.02
Student9788,24,English,2.62
Student178,21,Mechanical Engineering,2.63
Student8494,20,Computer Science,3.21
Student7880,19,Biology,3.16
Student16,22,Biology,3.79
Student6951,18,Biology,3.82
Student3204,21,Biology,2.52
Student4883,18,English,3.96
Student5324,22,Psychology,3.58
Student550,18,Psychology,2.95
Student3146,20,Mechanical Engineering,2.94
Student5694,23,Biology,3.03
Student7797,21,Biology,2.81
Student5645,19,Psychology,2.52
